Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-18 00:48:35,978-Speed 139.63 samples/sec   Loss 1.1405   LearningRate 0.000000   Epoch: 1   Global Step: 57850   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:38,261-Speed 140.25 samples/sec   Loss 1.1417   LearningRate 0.000000   Epoch: 1   Global Step: 57860   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:40,570-Speed 138.61 samples/sec   Loss 1.1312   LearningRate 0.000000   Epoch: 1   Global Step: 57870   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:42,854-Speed 140.12 samples/sec   Loss 1.1283   LearningRate 0.000000   Epoch: 1   Global Step: 57880   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:45,127-Speed 140.83 samples/sec   Loss 1.1112   LearningRate 0.000000   Epoch: 1   Global Step: 57890   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:47,405-Speed 140.53 samples/sec   Loss 1.1308   LearningRate 0.000000   Epoch: 1   Global Step: 57900   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:49,687-Speed 140.24 samples/sec   Loss 1.1276   LearningRate 0.000000   Epoch: 1   Global Step: 57910   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:51,979-Speed 139.69 samples/sec   Loss 1.1354   LearningRate 0.000000   Epoch: 1   Global Step: 57920   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:54,249-Speed 140.97 samples/sec   Loss 1.1332   LearningRate 0.000000   Epoch: 1   Global Step: 57930   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:48:56,522-Speed 140.83 samples/sec   Loss 1.1186   LearningRate 0.000000   Epoch: 1   Global Step: 57940   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:48:58,796-Speed 140.76 samples/sec   Loss 1.1376   LearningRate 0.000000   Epoch: 1   Global Step: 57950   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:01,079-Speed 140.28 samples/sec   Loss 1.1330   LearningRate 0.000000   Epoch: 1   Global Step: 57960   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:03,346-Speed 141.14 samples/sec   Loss 1.1176   LearningRate 0.000000   Epoch: 1   Global Step: 57970   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:05,630-Speed 140.17 samples/sec   Loss 1.1153   LearningRate 0.000000   Epoch: 1   Global Step: 57980   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:07,903-Speed 140.84 samples/sec   Loss 1.1611   LearningRate 0.000000   Epoch: 1   Global Step: 57990   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:09,953-Val on RAF/AffectNet:
Training: 2023-08-18 00:49:10,059-Test: [0/48]	Time 0.106 (0.106)	Loss 0.4272 (0.4272)	Acc@1 98.438 (98.438)	Acc@5 100.000 (100.000)	Mem 5268MB
Training: 2023-08-18 00:49:11,114-Test: [10/48]	Time 0.113 (0.105)	Loss 0.4834 (0.5431)	Acc@1 95.312 (93.182)	Acc@5 100.000 (98.438)	Mem 5268MB
Training: 2023-08-18 00:49:12,165-Test: [20/48]	Time 0.104 (0.105)	Loss 0.5367 (0.5475)	Acc@1 92.188 (92.708)	Acc@5 98.438 (98.512)	Mem 5268MB
Training: 2023-08-18 00:49:13,220-Test: [30/48]	Time 0.108 (0.105)	Loss 0.4424 (0.5497)	Acc@1 95.312 (92.641)	Acc@5 100.000 (98.488)	Mem 5268MB
Training: 2023-08-18 00:49:14,278-Test: [40/48]	Time 0.104 (0.105)	Loss 0.6088 (0.5498)	Acc@1 90.625 (92.530)	Acc@5 96.875 (98.514)	Mem 5268MB
Training: 2023-08-18 00:49:15,023-[57999]Expression Loss: 0.54897
Training: 2023-08-18 00:49:15,024-[57999]Expression Acc@1: 92.73142
Training: 2023-08-18 00:49:15,024-[57999]Expression Acc@1-Highest: 92.86180
Training: 2023-08-18 00:49:15,024-[57999]Expression Acc@5: 98.46806
Training: 2023-08-18 00:49:15,024-[57999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-18 00:49:15,024-[57999]10 Times Expression Acc@1: 92.61734
Training: 2023-08-18 00:49:15,024-[57999]10 Times Expression Acc@1-Highest: 92.61734
Training: 2023-08-18 00:49:15,257-Speed 43.51 samples/sec   Loss 1.1253   LearningRate 0.000000   Epoch: 1   Global Step: 58000   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:17,574-Speed 138.16 samples/sec   Loss 1.1463   LearningRate 0.000000   Epoch: 1   Global Step: 58010   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:19,896-Speed 137.87 samples/sec   Loss 1.1673   LearningRate 0.000000   Epoch: 1   Global Step: 58020   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:22,194-Speed 139.24 samples/sec   Loss 1.1440   LearningRate 0.000000   Epoch: 1   Global Step: 58030   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:24,481-Speed 140.01 samples/sec   Loss 1.1347   LearningRate 0.000000   Epoch: 1   Global Step: 58040   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:26,767-Speed 140.01 samples/sec   Loss 1.1387   LearningRate 0.000000   Epoch: 1   Global Step: 58050   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:29,077-Speed 138.57 samples/sec   Loss 1.1261   LearningRate 0.000000   Epoch: 1   Global Step: 58060   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:31,363-Speed 140.00 samples/sec   Loss 1.1366   LearningRate 0.000000   Epoch: 1   Global Step: 58070   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:33,661-Speed 139.29 samples/sec   Loss 1.1400   LearningRate 0.000000   Epoch: 1   Global Step: 58080   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:35,959-Speed 139.33 samples/sec   Loss 1.1258   LearningRate 0.000000   Epoch: 1   Global Step: 58090   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:38,239-Speed 140.41 samples/sec   Loss 1.1420   LearningRate 0.000000   Epoch: 1   Global Step: 58100   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:40,527-Speed 139.87 samples/sec   Loss 1.1286   LearningRate 0.000000   Epoch: 1   Global Step: 58110   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:49:42,806-Speed 140.49 samples/sec   Loss 1.1604   LearningRate 0.000000   Epoch: 1   Global Step: 58120   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:45,080-Speed 140.76 samples/sec   Loss 1.1380   LearningRate 0.000000   Epoch: 1   Global Step: 58130   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:47,374-Speed 139.52 samples/sec   Loss 1.1177   LearningRate 0.000000   Epoch: 1   Global Step: 58140   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:49,668-Speed 139.52 samples/sec   Loss 1.1512   LearningRate 0.000000   Epoch: 1   Global Step: 58150   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:51,977-Speed 138.64 samples/sec   Loss 1.1267   LearningRate 0.000000   Epoch: 1   Global Step: 58160   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:54,269-Speed 139.69 samples/sec   Loss 1.1185   LearningRate 0.000000   Epoch: 1   Global Step: 58170   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:56,568-Speed 139.21 samples/sec   Loss 1.1268   LearningRate 0.000000   Epoch: 1   Global Step: 58180   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:49:58,856-Speed 139.90 samples/sec   Loss 1.1510   LearningRate 0.000000   Epoch: 1   Global Step: 58190   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:50:01,156-Speed 139.18 samples/sec   Loss 1.1193   LearningRate 0.000000   Epoch: 1   Global Step: 58200   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:50:03,458-Speed 139.06 samples/sec   Loss 1.1460   LearningRate 0.000000   Epoch: 1   Global Step: 58210   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:50:05,737-Speed 140.45 samples/sec   Loss 1.1294   LearningRate 0.000000   Epoch: 1   Global Step: 58220   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:08,029-Speed 139.63 samples/sec   Loss 1.1193   LearningRate 0.000000   Epoch: 1   Global Step: 58230   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:10,325-Speed 139.43 samples/sec   Loss 1.1491   LearningRate 0.000000   Epoch: 1   Global Step: 58240   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:12,616-Speed 139.72 samples/sec   Loss 1.1267   LearningRate 0.000000   Epoch: 1   Global Step: 58250   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:14,917-Speed 139.11 samples/sec   Loss 1.1361   LearningRate 0.000000   Epoch: 1   Global Step: 58260   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:17,209-Speed 139.62 samples/sec   Loss 1.1438   LearningRate 0.000000   Epoch: 1   Global Step: 58270   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:19,518-Speed 138.68 samples/sec   Loss 1.1221   LearningRate 0.000000   Epoch: 1   Global Step: 58280   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:21,804-Speed 140.01 samples/sec   Loss 1.1232   LearningRate 0.000000   Epoch: 1   Global Step: 58290   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:24,090-Speed 139.98 samples/sec   Loss 1.1237   LearningRate 0.000000   Epoch: 1   Global Step: 58300   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:26,382-Speed 139.63 samples/sec   Loss 1.1298   LearningRate 0.000000   Epoch: 1   Global Step: 58310   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:28,675-Speed 139.65 samples/sec   Loss 1.1250   LearningRate 0.000000   Epoch: 1   Global Step: 58320   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:50:30,946-Speed 140.91 samples/sec   Loss 1.1400   LearningRate 0.000000   Epoch: 1   Global Step: 58330   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:50:33,200-Speed 142.02 samples/sec   Loss 1.1182   LearningRate 0.000000   Epoch: 1   Global Step: 58340   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:35,499-Speed 139.22 samples/sec   Loss 1.1388   LearningRate 0.000000   Epoch: 1   Global Step: 58350   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:37,802-Speed 138.99 samples/sec   Loss 1.1274   LearningRate 0.000000   Epoch: 1   Global Step: 58360   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:40,112-Speed 138.57 samples/sec   Loss 1.1493   LearningRate 0.000000   Epoch: 1   Global Step: 58370   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:42,405-Speed 139.55 samples/sec   Loss 1.1273   LearningRate 0.000000   Epoch: 1   Global Step: 58380   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:44,701-Speed 139.41 samples/sec   Loss 1.1289   LearningRate 0.000000   Epoch: 1   Global Step: 58390   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:46,987-Speed 140.05 samples/sec   Loss 1.1407   LearningRate 0.000000   Epoch: 1   Global Step: 58400   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:49,265-Speed 140.48 samples/sec   Loss 1.1657   LearningRate 0.000000   Epoch: 1   Global Step: 58410   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:51,553-Speed 139.90 samples/sec   Loss 1.1359   LearningRate 0.000000   Epoch: 1   Global Step: 58420   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:53,832-Speed 140.45 samples/sec   Loss 1.1395   LearningRate 0.000000   Epoch: 1   Global Step: 58430   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:50:56,106-Speed 140.79 samples/sec   Loss 1.1538   LearningRate 0.000000   Epoch: 1   Global Step: 58440   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:50:58,368-Speed 141.48 samples/sec   Loss 1.1377   LearningRate 0.000000   Epoch: 1   Global Step: 58450   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:00,671-Speed 139.00 samples/sec   Loss 1.1178   LearningRate 0.000000   Epoch: 1   Global Step: 58460   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:02,966-Speed 139.48 samples/sec   Loss 1.1464   LearningRate 0.000000   Epoch: 1   Global Step: 58470   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:05,273-Speed 138.74 samples/sec   Loss 1.1503   LearningRate 0.000000   Epoch: 1   Global Step: 58480   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:07,559-Speed 140.00 samples/sec   Loss 1.1110   LearningRate 0.000000   Epoch: 1   Global Step: 58490   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:09,845-Speed 140.06 samples/sec   Loss 1.1350   LearningRate 0.000000   Epoch: 1   Global Step: 58500   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:12,132-Speed 139.91 samples/sec   Loss 1.1217   LearningRate 0.000000   Epoch: 1   Global Step: 58510   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:14,417-Speed 140.13 samples/sec   Loss 1.1275   LearningRate 0.000000   Epoch: 1   Global Step: 58520   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:16,692-Speed 140.65 samples/sec   Loss 1.1200   LearningRate 0.000000   Epoch: 1   Global Step: 58530   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:18,961-Speed 141.13 samples/sec   Loss 1.1200   LearningRate 0.000000   Epoch: 1   Global Step: 58540   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:21,235-Speed 140.76 samples/sec   Loss 1.1282   LearningRate 0.000000   Epoch: 1   Global Step: 58550   Fp16 Grad Scale: 65536   Required: 0 hours
Training: 2023-08-18 00:51:23,497-Speed 141.49 samples/sec   Loss 1.1622   LearningRate 0.000000   Epoch: 1   Global Step: 58560   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:25,771-Speed 140.77 samples/sec   Loss 1.1546   LearningRate 0.000000   Epoch: 1   Global Step: 58570   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:28,053-Speed 140.26 samples/sec   Loss 1.1392   LearningRate 0.000000   Epoch: 1   Global Step: 58580   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:30,341-Speed 139.90 samples/sec   Loss 1.1243   LearningRate 0.000000   Epoch: 1   Global Step: 58590   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:32,612-Speed 140.97 samples/sec   Loss 1.1440   LearningRate 0.000000   Epoch: 1   Global Step: 58600   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:34,887-Speed 140.64 samples/sec   Loss 1.1396   LearningRate 0.000000   Epoch: 1   Global Step: 58610   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:37,165-Speed 140.52 samples/sec   Loss 1.1616   LearningRate 0.000000   Epoch: 1   Global Step: 58620   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:39,443-Speed 140.52 samples/sec   Loss 1.1304   LearningRate 0.000000   Epoch: 1   Global Step: 58630   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:41,726-Speed 140.23 samples/sec   Loss 1.1301   LearningRate 0.000000   Epoch: 1   Global Step: 58640   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:44,009-Speed 140.18 samples/sec   Loss 1.1455   LearningRate 0.000000   Epoch: 1   Global Step: 58650   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:46,271-Speed 141.54 samples/sec   Loss 1.1463   LearningRate 0.000000   Epoch: 1   Global Step: 58660   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:48,549-Speed 140.52 samples/sec   Loss 1.1393   LearningRate 0.000000   Epoch: 1   Global Step: 58670   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:50,811-Speed 141.48 samples/sec   Loss 1.1287   LearningRate 0.000000   Epoch: 1   Global Step: 58680   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:53,086-Speed 140.72 samples/sec   Loss 1.1530   LearningRate 0.000000   Epoch: 1   Global Step: 58690   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:55,377-Speed 139.73 samples/sec   Loss 1.1335   LearningRate 0.000000   Epoch: 1   Global Step: 58700   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:51:57,650-Speed 140.83 samples/sec   Loss 1.1416   LearningRate 0.000000   Epoch: 1   Global Step: 58710   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:51:59,928-Speed 140.48 samples/sec   Loss 1.1410   LearningRate 0.000000   Epoch: 1   Global Step: 58720   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:02,204-Speed 140.68 samples/sec   Loss 1.1244   LearningRate 0.000000   Epoch: 1   Global Step: 58730   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:04,497-Speed 139.54 samples/sec   Loss 1.1437   LearningRate 0.000000   Epoch: 1   Global Step: 58740   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:06,776-Speed 140.50 samples/sec   Loss 1.1300   LearningRate 0.000000   Epoch: 1   Global Step: 58750   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:09,053-Speed 140.53 samples/sec   Loss 1.1245   LearningRate 0.000000   Epoch: 1   Global Step: 58760   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:11,324-Speed 140.93 samples/sec   Loss 1.1110   LearningRate 0.000000   Epoch: 1   Global Step: 58770   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:13,597-Speed 140.84 samples/sec   Loss 1.1031   LearningRate 0.000000   Epoch: 1   Global Step: 58780   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:15,872-Speed 140.69 samples/sec   Loss 1.1346   LearningRate 0.000000   Epoch: 1   Global Step: 58790   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:18,153-Speed 140.36 samples/sec   Loss 1.1198   LearningRate 0.000000   Epoch: 1   Global Step: 58800   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:20,445-Speed 139.62 samples/sec   Loss 1.1395   LearningRate 0.000000   Epoch: 1   Global Step: 58810   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:52:22,719-Speed 140.79 samples/sec   Loss 1.1263   LearningRate 0.000000   Epoch: 1   Global Step: 58820   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:52:25,003-Speed 140.17 samples/sec   Loss 1.1523   LearningRate 0.000000   Epoch: 1   Global Step: 58830   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:52:27,306-Speed 139.00 samples/sec   Loss 1.1404   LearningRate 0.000000   Epoch: 1   Global Step: 58840   Fp16 Grad Scale: 32768   Required: 0 hours
Training: 2023-08-18 00:52:29,581-Speed 140.66 samples/sec   Loss 1.1192   LearningRate 0.000000   Epoch: 1   Global Step: 58850   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:31,869-Speed 139.92 samples/sec   Loss 1.1363   LearningRate 0.000000   Epoch: 1   Global Step: 58860   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:34,150-Speed 140.30 samples/sec   Loss 1.1609   LearningRate 0.000000   Epoch: 1   Global Step: 58870   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:36,448-Speed 139.31 samples/sec   Loss 1.1609   LearningRate 0.000000   Epoch: 1   Global Step: 58880   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:38,726-Speed 140.50 samples/sec   Loss 1.1742   LearningRate 0.000000   Epoch: 1   Global Step: 58890   Fp16 Grad Scale: 16384   Required: 0 hours
Training: 2023-08-18 00:52:41,024-Speed 139.31 samples/sec   Loss 1.1249   LearningRate 0.000000   Epoch: 1   Global Step: 58900   Fp16 Grad Scale: 16384   Required: 0 hours
